energy,beamlet_uuid,output_info.minimum_cutoff,output_info.output_file_idx,output_info.idx_in_output,iso_center,image_file_idx,anatomical_region,beams.gantry_angle,beams.rays.ray_source,beams.rays.ray_target
72.3349,d4f46a6e-2cf8-5d76-923f-dc60f13e08f1,1.0101638588655335e-06,0,22,"[-29.948, -14.556, 45.1108]",0,abdominal,270.0,"[-1029.95, -26.56, 36.11]","[-29.950000000000045, -26.56, 36.11]"
80.5337,e9b97d58-87fa-55cb-b2f1-1b232aab9a3d,1.136585527467944e-06,0,23,"[-29.948, -14.556, 45.1108]",0,abdominal,270.0,"[-1029.95, -26.56, 36.11]","[-29.950000000000045, -26.56, 36.11]"
83.1266,4d8b3858-e6d4-5c79-b910-28c521d9b14c,1.218015011268865e-06,0,24,"[-29.948, -14.556, 45.1108]",0,abdominal,270.0,"[-1029.95, -26.56, 36.11]","[-29.950000000000045, -26.56, 36.11]"
85.6587,54f221e5-5c99-5c43-b3ed-facf69810393,9.485534290207367e-07,0,25,"[-29.948, -14.556, 45.1108]",0,abdominal,270.0,"[-1029.95, -26.56, 36.11]","[-29.950000000000045, -26.56, 36.11]"
88.1344,1c61fd94-3e13-56ed-9169-ca4269e411af,1.097114774755151e-06,0,26,"[-29.948, -14.556, 45.1108]",0,abdominal,270.0,"[-1029.95, -26.56, 36.11]","[-29.950000000000045, -26.56, 36.11]"
80.5337,f3dda0a7-ffd6-59d2-8803-a8e2b13b7461,9.141198180382969e-07,0,27,"[-29.948, -14.556, 45.1108]",0,abdominal,270.0,"[-1029.95, -26.56, 39.11]","[-29.950000000000045, -26.56, 39.11]"
83.1266,246b8674-db22-565b-9df3-e420813303b8,8.614172256126053e-07,0,28,"[-29.948, -14.556, 45.1108]",0,abdominal,270.0,"[-1029.95, -26.56, 39.11]","[-29.950000000000045, -26.56, 39.11]"
85.6587,ad9cc496-4b06-5f14-bbde-be6352f08e51,9.346841285891236e-07,0,29,"[-29.948, -14.556, 45.1108]",0,abdominal,270.0,"[-1029.95, -26.56, 39.11]","[-29.950000000000045, -26.56, 39.11]"
56.7659,67a1db8c-dbb4-5e30-a8d4-95f43b0865b7,1.0685232977803043e-06,0,30,"[-29.948, -14.556, 45.1108]",0,abdominal,270.0,"[-1029.95, -26.56, 42.11]","[-29.950000000000045, -26.56, 42.11]"
80.5337,fa44905c-2d6d-5b88-80d1-28f2bb22fbce,7.707984154371847e-07,0,31,"[-29.948, -14.556, 45.1108]",0,abdominal,270.0,"[-1029.95, -26.56, 42.11]","[-29.950000000000045, -26.56, 42.11]"
45.5978,151c49ad-4333-5c23-8b59-d7923ea550c4,8.901699788556043e-07,0,32,"[-29.948, -14.556, 45.1108]",0,abdominal,270.0,"[-1029.95, -26.56, 48.11]","[-29.950000000000045, -26.56, 48.11]"
45.5978,897cd663-b1ac-53b2-a830-d5accb421102,9.69919459131623e-07,0,33,"[-29.948, -14.556, 45.1108]",0,abdominal,270.0,"[-1029.95, -26.56, 51.11]","[-29.950000000000045, -26.56, 51.11]"
60.1259,64ac0b82-6140-5c89-8dd4-4e5b33851388,1.0585948552320065e-06,0,34,"[-29.948, -14.556, 45.1108]",0,abdominal,270.0,"[-1029.95, -26.56, 51.11]","[-29.950000000000045, -26.56, 51.11]"
63.3471,33d512ba-1f42-57bf-8d25-8b52ecefa4f8,9.615142076109359e-07,1,0,"[-29.948, -14.556, 45.1108]",0,abdominal,270.0,"[-1029.95, -26.56, 51.11]","[-29.950000000000045, -26.56, 51.11]"
56.7659,f0c98b7d-c754-5504-83ac-3c8609852a30,8.823447867345741e-07,1,1,"[-29.948, -14.556, 45.1108]",0,abdominal,270.0,"[-1029.95, -26.56, 54.11]","[-29.950000000000045, -26.56, 54.11]"
49.5354,84245689-f267-5e91-9d4f-13f7e90993f4,8.948341228442565e-07,1,2,"[-29.948, -14.556, 45.1108]",0,abdominal,270.0,"[-1029.95, -26.56, 57.11]","[-29.950000000000045, -26.56, 57.11]"
66.4468,108adb3d-ad23-5bb6-b47f-374473ddaceb,7.910015015072577e-07,1,3,"[-29.948, -14.556, 45.1108]",0,abdominal,270.0,"[-1029.95, -29.56, 39.11]","[-29.950000000000045, -29.56, 39.11]"
69.4389,17850052-7a9f-5cf6-960f-f8c6d5a18d1d,7.475563757261442e-07,1,4,"[-29.948, -14.556, 45.1108]",0,abdominal,270.0,"[-1029.95, -29.56, 39.11]","[-29.950000000000045, -29.56, 39.11]"
72.3349,e2ba0497-c798-5bd8-9e1f-0c1b5ada6186,1.0190514180429285e-06,1,5,"[-29.948, -14.556, 45.1108]",0,abdominal,270.0,"[-1029.95, -29.56, 39.11]","[-29.950000000000045, -29.56, 39.11]"
75.1442,a4db8e2b-1b05-58d5-8040-e131a1b1e53e,9.995337657004117e-07,1,6,"[-29.948, -14.556, 45.1108]",0,abdominal,270.0,"[-1029.95, -29.56, 39.11]","[-29.950000000000045, -29.56, 39.11]"
77.8749,eec9b08c-7ef7-5a9b-81b0-fbb9418c360c,1.0021559670231826e-06,1,7,"[-29.948, -14.556, 45.1108]",0,abdominal,270.0,"[-1029.95, -29.56, 39.11]","[-29.950000000000045, -29.56, 39.11]"
60.1259,a4ce1351-1404-5daf-977c-2f236eeaeaf9,9.305335663176968e-07,1,8,"[-29.948, -14.556, 45.1108]",0,abdominal,270.0,"[-1029.95, -29.56, 42.11]","[-29.950000000000045, -29.56, 42.11]"
63.3471,8ecb0a2f-733f-5f88-b70b-2b25095190f2,9.929130677377328e-07,1,9,"[-29.948, -14.556, 45.1108]",0,abdominal,270.0,"[-1029.95, -29.56, 42.11]","[-29.950000000000045, -29.56, 42.11]"
66.4468,73d0d54e-73be-59bb-8766-c48e80be557b,1.0162390725602413e-06,1,10,"[-29.948, -14.556, 45.1108]",0,abdominal,270.0,"[-1029.95, -29.56, 42.11]","[-29.950000000000045, -29.56, 42.11]"
69.4389,523b31ad-a575-5c63-a8dc-ed99aa391a38,9.192312647902667e-07,1,11,"[-29.948, -14.556, 45.1108]",0,abdominal,270.0,"[-1029.95, -29.56, 42.11]","[-29.950000000000045, -29.56, 42.11]"
72.3349,0638d2db-4ceb-5a31-8d80-43b23112bf59,8.715772471727619e-07,1,12,"[-29.948, -14.556, 45.1108]",0,abdominal,270.0,"[-1029.95, -29.56, 42.11]","[-29.950000000000045, -29.56, 42.11]"
53.2453,c7531ea4-1c78-554e-bd2d-86dfc85464a5,9.441094907727811e-07,1,13,"[-29.948, -14.556, 45.1108]",0,abdominal,270.0,"[-1029.95, -29.56, 45.11]","[-29.950000000000045, -29.56, 45.11]"
56.7659,89a006d3-54c8-5fc7-a071-b3e6456b7e68,8.773111160713143e-07,1,14,"[-29.948, -14.556, 45.1108]",0,abdominal,270.0,"[-1029.95, -29.56, 45.11]","[-29.950000000000045, -29.56, 45.11]"
60.1259,1517adb5-44ef-5222-b115-6d4a04478373,9.92338765776305e-07,1,15,"[-29.948, -14.556, 45.1108]",0,abdominal,270.0,"[-1029.95, -29.56, 45.11]","[-29.950000000000045, -29.56, 45.11]"
63.3471,c268a738-2fc0-5714-9900-c7f943601070,1.0169004315488013e-06,1,16,"[-29.948, -14.556, 45.1108]",0,abdominal,270.0,"[-1029.95, -29.56, 45.11]","[-29.950000000000045, -29.56, 45.11]"
66.4468,4c523b60-473f-564d-8d3b-7c2fa31201d3,9.291718328921578e-07,1,17,"[-29.948, -14.556, 45.1108]",0,abdominal,270.0,"[-1029.95, -29.56, 45.11]","[-29.950000000000045, -29.56, 45.11]"
49.5354,0a252d7f-f3bf-5449-85fe-2867d96f13d7,7.841318038491858e-07,1,18,"[-29.948, -14.556, 45.1108]",0,abdominal,270.0,"[-1029.95, -29.56, 48.11]","[-29.950000000000045, -29.56, 48.11]"
56.7659,380840a3-f008-5f3e-aef0-af6a8c54d3df,1.0156921657274837e-06,1,19,"[-29.948, -14.556, 45.1108]",0,abdominal,270.0,"[-1029.95, -29.56, 48.11]","[-29.950000000000045, -29.56, 48.11]"
60.1259,8e02b754-b440-5db8-b171-8faf4221908e,7.531714235386449e-07,1,20,"[-29.948, -14.556, 45.1108]",0,abdominal,270.0,"[-1029.95, -29.56, 48.11]","[-29.950000000000045, -29.56, 48.11]"
49.5354,78a70714-cc1a-5a1f-beca-44dc280ba7cc,8.256370304204373e-07,1,21,"[-29.948, -14.556, 45.1108]",0,abdominal,270.0,"[-1029.95, -29.56, 51.11]","[-29.950000000000045, -29.56, 51.11]"
69.4389,ad9530d9-03d9-50fd-a89a-3470159c9e6e,1.008453870644145e-06,1,22,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-684.23, -770.96, 33.11]","[-45.0285031181794, -1.9206990640595905, 33.11]"
72.3349,808c6196-189d-56ba-9bf9-72bba14f5487,7.967039808799742e-07,1,23,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-684.23, -770.96, 33.11]","[-45.0285031181794, -1.9206990640595905, 33.11]"
75.1442,0380feed-a348-5a22-9044-c3710256eb82,9.594329340536853e-07,1,24,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-684.23, -770.96, 33.11]","[-45.0285031181794, -1.9206990640595905, 33.11]"
77.8749,ef1ab851-a65a-547d-a613-e52c1d0426b2,1.0163824283251413e-06,1,25,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-684.23, -770.96, 33.11]","[-45.0285031181794, -1.9206990640595905, 33.11]"
69.4389,beb349f6-3424-5970-b2d8-40bb39132f9f,8.35502063843473e-07,1,26,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-684.23, -770.96, 36.11]","[-45.0285031181794, -1.9206990640595905, 36.11]"
72.3349,29c05824-be0b-5bff-9365-2734c647e341,1.051661597263281e-06,1,27,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-684.23, -770.96, 36.11]","[-45.0285031181794, -1.9206990640595905, 36.11]"
75.1442,57ebad00-3938-5dac-8240-20e60a101882,9.345312765003594e-07,1,28,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-684.23, -770.96, 36.11]","[-45.0285031181794, -1.9206990640595905, 36.11]"
77.8749,5bea3326-e2d3-55ed-9bff-b2d03bee0e02,9.196365834189933e-07,1,29,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-684.23, -770.96, 36.11]","[-45.0285031181794, -1.9206990640595905, 36.11]"
63.3471,90156f27-41eb-5a1f-ae86-bb6b0fde9f2f,9.950192047330134e-07,1,30,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-684.23, -770.96, 39.11]","[-45.0285031181794, -1.9206990640595905, 39.11]"
66.4468,5c07d716-fce9-5ffb-ad41-e832399769f4,8.439119566020539e-07,1,31,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-684.23, -770.96, 39.11]","[-45.0285031181794, -1.9206990640595905, 39.11]"
69.4389,888d8718-c57f-5e78-b07e-98d966c068a5,9.821109622562942e-07,1,32,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-684.23, -770.96, 39.11]","[-45.0285031181794, -1.9206990640595905, 39.11]"
72.3349,b295d313-a96e-5e09-91ba-da1e4f4d7863,1.0571642414182712e-06,1,33,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-684.23, -770.96, 39.11]","[-45.0285031181794, -1.9206990640595905, 39.11]"
75.1442,60d211aa-1604-5f0d-99f3-4775cc8a446c,1.0853965640926885e-06,1,34,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-684.23, -770.96, 39.11]","[-45.0285031181794, -1.9206990640595905, 39.11]"
77.8749,fd781599-57b1-5e47-826f-3a0e2cb35ca0,9.456613463814321e-07,2,0,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-684.23, -770.96, 39.11]","[-45.0285031181794, -1.9206990640595905, 39.11]"
56.7659,6e7542b0-1ed8-5163-b935-a316c6f7c830,8.174930186493359e-07,2,1,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-684.23, -770.96, 42.11]","[-45.0285031181794, -1.9206990640595905, 42.11]"
60.1259,e6e6be71-71e0-5706-a6a3-75db867d88a0,1.0345896040666746e-06,2,2,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-684.23, -770.96, 42.11]","[-45.0285031181794, -1.9206990640595905, 42.11]"
63.3471,2bcea5fb-29d2-5fbb-b527-30482284de68,7.611554771421292e-07,2,3,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-684.23, -770.96, 42.11]","[-45.0285031181794, -1.9206990640595905, 42.11]"
66.4468,9507bf6d-1ce3-54dc-9e11-a3fd7e0eb7d0,7.869089897490168e-07,2,4,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-684.23, -770.96, 42.11]","[-45.0285031181794, -1.9206990640595905, 42.11]"
69.4389,f81a6410-400b-5a90-a2f2-83e0b0fb1344,1.0115881294898133e-06,2,5,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-684.23, -770.96, 42.11]","[-45.0285031181794, -1.9206990640595905, 42.11]"
72.3349,5600aac3-fb89-5444-9b2d-52fee2d98e5c,8.604848929132646e-07,2,6,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-684.23, -770.96, 42.11]","[-45.0285031181794, -1.9206990640595905, 42.11]"
53.2453,c33fb1d0-6f71-5502-9c7c-a184fca81204,8.233426620351446e-07,2,7,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-684.23, -770.96, 45.11]","[-45.0285031181794, -1.9206990640595905, 45.11]"
56.7659,fa34fe59-514c-595b-a0fb-3d694105c5d5,8.959231729295538e-07,2,8,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-684.23, -770.96, 45.11]","[-45.0285031181794, -1.9206990640595905, 45.11]"
60.1259,91f15628-d198-5b02-b6af-d32bce776b99,9.12887711387178e-07,2,9,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-684.23, -770.96, 45.11]","[-45.0285031181794, -1.9206990640595905, 45.11]"
63.3471,e98611c4-7156-5a3c-9efb-4ec093399d54,1.0317395880146027e-06,2,10,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-684.23, -770.96, 45.11]","[-45.0285031181794, -1.9206990640595905, 45.11]"
66.4468,69c873b4-cf0d-57ca-9e51-a3f1260d48f3,7.563831360912797e-07,2,11,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-684.23, -770.96, 45.11]","[-45.0285031181794, -1.9206990640595905, 45.11]"
69.4389,756640f4-9103-5b4d-9db1-9b244b1d75a4,1.024094119088655e-06,2,12,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-684.23, -770.96, 45.11]","[-45.0285031181794, -1.9206990640595905, 45.11]"
49.5354,2656a079-3f21-5038-b571-16386ef77125,9.003078772508239e-07,2,13,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-684.23, -770.96, 48.11]","[-45.0285031181794, -1.9206990640595905, 48.11]"
60.1259,f9e57221-ab9d-5508-8fec-8933d0d9d17c,9.304011330907868e-07,2,14,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-684.23, -770.96, 48.11]","[-45.0285031181794, -1.9206990640595905, 48.11]"
53.2453,d1a33520-9a3f-5a01-ad18-27d5e6b2b4e7,7.325741463481599e-07,2,15,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-684.23, -770.96, 54.11]","[-45.0285031181794, -1.9206990640595905, 54.11]"
80.5337,ee0af45e-b5fc-58a2-ad5a-0b2bde584d7a,9.07854696420884e-07,2,16,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-681.93, -772.89, 30.11]","[-42.72850311817933, -3.8506990640595404, 30.11]"
69.4389,dc42aab1-a701-5132-9347-3eb43db8005a,1.014689737105657e-06,2,17,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-681.93, -772.89, 33.11]","[-42.72850311817933, -3.8506990640595404, 33.11]"
72.3349,110a1b9c-a0d1-5ac9-931f-870bc6b3dcff,1.0022809691545357e-06,2,18,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-681.93, -772.89, 33.11]","[-42.72850311817933, -3.8506990640595404, 33.11]"
75.1442,67007e4e-6412-59bb-b8cf-0605f96087a3,9.927481719080195e-07,2,19,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-681.93, -772.89, 33.11]","[-42.72850311817933, -3.8506990640595404, 33.11]"
80.5337,d3ab9ac2-e0c2-56fa-a35d-150a991f58fa,1.005252247265049e-06,2,20,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-681.93, -772.89, 33.11]","[-42.72850311817933, -3.8506990640595404, 33.11]"
83.1266,4e93b437-626c-5b49-9baa-224767dd9137,1.0714358402283402e-06,2,21,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-681.93, -772.89, 33.11]","[-42.72850311817933, -3.8506990640595404, 33.11]"
66.4468,69e972b5-2d12-5a8b-8b46-92da39f730e5,9.875337482297754e-07,2,22,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-681.93, -772.89, 36.11]","[-42.72850311817933, -3.8506990640595404, 36.11]"
69.4389,367e9e79-6038-5991-83e9-6b5bea365561,1.019919974439638e-06,2,23,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-681.93, -772.89, 36.11]","[-42.72850311817933, -3.8506990640595404, 36.11]"
72.3349,a4e844b3-f7cf-5a45-9a9e-f14f2ef94630,8.462870279839159e-07,2,24,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-681.93, -772.89, 36.11]","[-42.72850311817933, -3.8506990640595404, 36.11]"
83.1266,2c7d8137-c73e-5f49-a081-9cbe37efb521,9.706917313706083e-07,2,25,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-681.93, -772.89, 36.11]","[-42.72850311817933, -3.8506990640595404, 36.11]"
60.1259,16c056d3-5d1d-5e80-b6cd-f1836d1a70da,8.026934603672456e-07,2,26,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-681.93, -772.89, 39.11]","[-42.72850311817933, -3.8506990640595404, 39.11]"
63.3471,92dc1f99-cd9a-589e-a683-243ce6439969,7.847878445368672e-07,2,27,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-681.93, -772.89, 39.11]","[-42.72850311817933, -3.8506990640595404, 39.11]"
66.4468,7784ac1a-46d4-5e60-9b9d-1142c8985f2f,8.782801750493004e-07,2,28,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-681.93, -772.89, 39.11]","[-42.72850311817933, -3.8506990640595404, 39.11]"
69.4389,5a7f5d98-e321-5852-a13f-f729a96aac37,9.546222121196172e-07,2,29,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-681.93, -772.89, 39.11]","[-42.72850311817933, -3.8506990640595404, 39.11]"
72.3349,caa77f62-e768-51ed-a4c7-69a51469190b,7.313922240438993e-07,2,30,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-681.93, -772.89, 39.11]","[-42.72850311817933, -3.8506990640595404, 39.11]"
56.7659,e824c3fd-c281-5ae3-84fe-9ba828220daa,1.0268411944672365e-06,2,31,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-681.93, -772.89, 42.11]","[-42.72850311817933, -3.8506990640595404, 42.11]"
66.4468,aa96680a-8987-5158-a974-596fa97d3a91,7.587856739037075e-07,2,32,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-681.93, -772.89, 42.11]","[-42.72850311817933, -3.8506990640595404, 42.11]"
69.4389,94e05774-df87-596c-92ea-4fec938781e7,8.068739432046526e-07,2,33,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-681.93, -772.89, 42.11]","[-42.72850311817933, -3.8506990640595404, 42.11]"
72.3349,204faf82-caf3-578a-bd18-50824e4d6a7f,7.792949315775448e-07,2,34,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-681.93, -772.89, 42.11]","[-42.72850311817933, -3.8506990640595404, 42.11]"
75.1442,300da24b-a34f-5bc2-971a-571fc611f01f,7.475373619902545e-07,3,0,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-681.93, -772.89, 42.11]","[-42.72850311817933, -3.8506990640595404, 42.11]"
66.4468,a1982611-a879-50a5-8a49-86d9120d40e0,9.824613774296055e-07,3,1,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-681.93, -772.89, 45.11]","[-42.72850311817933, -3.8506990640595404, 45.11]"
69.4389,a39952ca-5d3a-59b7-bb74-c2a9155b7ec3,7.207094763332608e-07,3,2,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-681.93, -772.89, 45.11]","[-42.72850311817933, -3.8506990640595404, 45.11]"
75.1442,b0fa73af-530a-5c15-b8ae-c45aa7c12efb,9.478069622134034e-07,3,3,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-681.93, -772.89, 45.11]","[-42.72850311817933, -3.8506990640595404, 45.11]"
66.4468,26563427-63c1-57a0-adaa-d3bd38bce9a6,7.145625258158448e-07,3,4,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-681.93, -772.89, 48.11]","[-42.72850311817933, -3.8506990640595404, 48.11]"
69.4389,7ea88f82-b9ed-5402-9bca-0764a8e404e6,9.574191717843774e-07,3,5,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-681.93, -772.89, 48.11]","[-42.72850311817933, -3.8506990640595404, 48.11]"
72.3349,8ce470ba-7d60-5eda-bf92-5521ed7f5355,7.343795956033766e-07,3,6,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-681.93, -772.89, 48.11]","[-42.72850311817933, -3.8506990640595404, 48.11]"
66.4468,b5ec5148-3267-55b4-8529-bc08e199ec88,8.623915934865289e-07,3,7,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-681.93, -772.89, 51.11]","[-42.72850311817933, -3.8506990640595404, 51.11]"
69.4389,4a4f6f98-16d3-5c2e-879f-acf95c49577f,8.949560861424778e-07,3,8,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-681.93, -772.89, 51.11]","[-42.72850311817933, -3.8506990640595404, 51.11]"
